ticker,companyName,price,volume_M,marketCap_M,sector,industry,country
MSFT,Microsoft Corporation Common Stock,490.3,16.670456,3640744.954237,Technology,Computer Software: Prepackaged Software,United States
SNPS,Synopsys Inc. Common Stock,378.47,1.721279,72528.721412,Technology,Computer Software: Prepackaged Software,United States
