ticker,companyName,price,volume_M,marketCap_M,sector,industry,country
GOOGL,Alphabet Inc. Class A Common Stock,349.39,35.859769,4273039.7,Technology,Computer Software: Programming Data Processing,United States
SNPS,Synopsys Inc. Common Stock,381.43,1.880732,73095.965884,Technology,Computer Software: Prepackaged Software,United States
